h,Modelo,K0,N,RMSE_med,Par,basis_id,K_DELTA,K_TENOR
1,ARHinc,4,157,0.7091809720579242,USDBRL,base_4x8,4,8
1,KernelARH,4,157,0.7117336295386525,USDBRL,base_4x8,4,8
1,VAR1,5,157,34.04342336939567,USDBRL,base_4x8,4,8
1,ARHinc,5,157,0.6910645133763194,USDBRL,base_4x8,4,8
1,KernelARH,5,157,0.6946387942890997,USDBRL,base_4x8,4,8
1,VAR1,6,157,41.19036801094356,USDBRL,base_4x8,4,8
1,ARHinc,6,157,0.6827121873285253,USDBRL,base_4x8,4,8
1,KernelARH,6,157,0.681844378970165,USDBRL,base_4x8,4,8
1,VAR1,7,157,46.30519090049768,USDBRL,base_4x8,4,8
1,ARHinc,7,157,0.6816564344797973,USDBRL,base_4x8,4,8
1,KernelARH,7,157,0.6807148937637807,USDBRL,base_4x8,4,8
1,VAR1,8,157,70.55470308798054,USDBRL,base_4x8,4,8
1,ARHinc,8,157,0.6802658225083738,USDBRL,base_4x8,4,8
1,KernelARH,8,157,0.6837401534046014,USDBRL,base_4x8,4,8
1,VAR1,9,157,100.59422707459738,USDBRL,base_4x8,4,8
1,ARHinc,9,157,0.6780346856031314,USDBRL,base_4x8,4,8
1,KernelARH,9,0,NA,USDBRL,base_4x8,4,8
1,VAR1,10,157,116.02105955262066,USDBRL,base_4x8,4,8
1,ARHinc,10,157,0.6813278272918806,USDBRL,base_4x8,4,8
1,KernelARH,10,0,NA,USDBRL,base_4x8,4,8
1,VAR1,11,157,175.65311400886316,USDBRL,base_4x8,4,8
1,ARHinc,11,157,0.6789501100967388,USDBRL,base_4x8,4,8
1,KernelARH,11,0,NA,USDBRL,base_4x8,4,8
1,VAR1,12,157,253.29495298485955,USDBRL,base_4x8,4,8
1,ARHinc,12,157,0.6801019302811581,USDBRL,base_4x8,4,8
1,KernelARH,12,0,NA,USDBRL,base_4x8,4,8
1,VAR1,13,157,351.49772053284875,USDBRL,base_4x8,4,8
1,ARHinc,13,157,0.6789054364962527,USDBRL,base_4x8,4,8
1,KernelARH,13,0,NA,USDBRL,base_4x8,4,8
1,VAR1,14,157,368.53278732233855,USDBRL,base_4x8,4,8
1,ARHinc,14,157,0.6783765800816798,USDBRL,base_4x8,4,8
1,KernelARH,14,0,NA,USDBRL,base_4x8,4,8
1,VAR1,15,157,432.8144074954684,USDBRL,base_4x8,4,8
1,ARHinc,15,157,0.6797718734087215,USDBRL,base_4x8,4,8
1,KernelARH,15,0,NA,USDBRL,base_4x8,4,8
5,VAR1,2,157,1.6330299465333906,USDBRL,base_4x8,4,8
5,ARHinc,2,157,1.205983546448317,USDBRL,base_4x8,4,8
5,KernelARH,2,157,1.2559260774691643,USDBRL,base_4x8,4,8
5,VAR1,3,157,10.235754769152956,USDBRL,base_4x8,4,8
5,ARHinc,3,157,0.9561063791791518,USDBRL,base_4x8,4,8
5,KernelARH,3,157,0.98446627252778,USDBRL,base_4x8,4,8
5,VAR1,4,157,97.64449370197039,USDBRL,base_4x8,4,8
5,ARHinc,4,157,0.8745331610017688,USDBRL,base_4x8,4,8
5,KernelARH,4,157,0.9462687565278874,USDBRL,base_4x8,4,8
5,VAR1,5,157,104.31024808836548,USDBRL,base_4x8,4,8
5,ARHinc,5,157,0.8334054295784891,USDBRL,base_4x8,4,8
5,KernelARH,5,157,0.9059627444482201,USDBRL,base_4x8,4,8
5,VAR1,6,157,99.54068239276607,USDBRL,base_4x8,4,8
5,ARHinc,6,157,0.8287458585347321,USDBRL,base_4x8,4,8
5,KernelARH,6,157,0.8994547063062386,USDBRL,base_4x8,4,8
5,VAR1,7,157,106.29051036628081,USDBRL,base_4x8,4,8
5,ARHinc,7,157,0.8400463934782024,USDBRL,base_4x8,4,8
5,KernelARH,7,157,0.9129020471285397,USDBRL,base_4x8,4,8
5,VAR1,8,157,139.36217504263908,USDBRL,base_4x8,4,8
5,ARHinc,8,157,0.8273649408264682,USDBRL,base_4x8,4,8
5,KernelARH,8,157,0.9052472385383538,USDBRL,base_4x8,4,8
5,VAR1,9,157,159.5836901386455,USDBRL,base_4x8,4,8
5,ARHinc,9,157,0.8317494583222006,USDBRL,base_4x8,4,8
5,KernelARH,9,0,NA,USDBRL,base_4x8,4,8
5,VAR1,10,157,174.08084693211376,USDBRL,base_4x8,4,8
5,ARHinc,10,157,0.8329054166101334,USDBRL,base_4x8,4,8
5,KernelARH,10,0,NA,USDBRL,base_4x8,4,8
5,VAR1,11,157,228.9873359736268,USDBRL,base_4x8,4,8
5,ARHinc,11,157,0.84391647323032,USDBRL,base_4x8,4,8
5,KernelARH,11,0,NA,USDBRL,base_4x8,4,8
5,VAR1,12,157,283.92097802506913,USDBRL,base_4x8,4,8
5,ARHinc,12,157,0.8407558832480309,USDBRL,base_4x8,4,8
5,KernelARH,12,0,NA,USDBRL,base_4x8,4,8
5,VAR1,13,157,309.8013583660908,USDBRL,base_4x8,4,8
5,ARHinc,13,157,0.8463089610748554,USDBRL,base_4x8,4,8
5,KernelARH,13,0,NA,USDBRL,base_4x8,4,8
5,VAR1,14,157,316.7912509619421,USDBRL,base_4x8,4,8
5,ARHinc,14,157,0.8377821835728114,USDBRL,base_4x8,4,8
5,KernelARH,14,0,NA,USDBRL,base_4x8,4,8
5,VAR1,15,157,339.95468385042096,USDBRL,base_4x8,4,8
5,ARHinc,15,157,0.842067251945274,USDBRL,base_4x8,4,8
5,KernelARH,15,0,NA,USDBRL,base_4x8,4,8
10,VAR1,2,157,1.659630804130151,USDBRL,base_4x8,4,8
10,ARHinc,2,157,1.2739888284214826,USDBRL,base_4x8,4,8
10,KernelARH,2,157,1.3108467487667925,USDBRL,base_4x8,4,8
10,VAR1,3,157,12.619719183343394,USDBRL,base_4x8,4,8
10,ARHinc,3,157,1.0746207901664073,USDBRL,base_4x8,4,8
10,KernelARH,3,157,1.1018620391963334,USDBRL,base_4x8,4,8
10,VAR1,4,157,115.95780394246471,USDBRL,base_4x8,4,8
10,ARHinc,4,157,1.0086429060997963,USDBRL,base_4x8,4,8
10,KernelARH,4,157,1.159265051095473,USDBRL,base_4x8,4,8
10,VAR1,5,157,113.78751270261628,USDBRL,base_4x8,4,8
10,ARHinc,5,157,1.0143404170468107,USDBRL,base_4x8,4,8
10,KernelARH,5,157,0.9991081897567816,USDBRL,base_4x8,4,8
10,VAR1,6,157,116.93102761083975,USDBRL,base_4x8,4,8
10,ARHinc,6,157,1.0150966522703972,USDBRL,base_4x8,4,8
10,KernelARH,6,157,1.1310515289960597,USDBRL,base_4x8,4,8
10,VAR1,7,157,118.66608321489028,USDBRL,base_4x8,4,8
10,ARHinc,7,157,0.9900034719991873,USDBRL,base_4x8,4,8
10,KernelARH,7,157,1.1874171588816025,USDBRL,base_4x8,4,8
10,VAR1,8,157,126.46051871803398,USDBRL,base_4x8,4,8
10,ARHinc,8,157,0.970800684169672,USDBRL,base_4x8,4,8
10,KernelARH,8,157,1.1923576690636328,USDBRL,base_4x8,4,8
10,VAR1,9,157,133.52317487640752,USDBRL,base_4x8,4,8
10,ARHinc,9,157,0.9981594755648906,USDBRL,base_4x8,4,8
10,KernelARH,9,0,NA,USDBRL,base_4x8,4,8
10,VAR1,10,157,133.41519561073397,USDBRL,base_4x8,4,8
10,ARHinc,10,157,1.0076809730180947,USDBRL,base_4x8,4,8
10,KernelARH,10,0,NA,USDBRL,base_4x8,4,8
10,VAR1,11,157,150.38886429177114,USDBRL,base_4x8,4,8
10,ARHinc,11,157,1.003950017180231,USDBRL,base_4x8,4,8
10,KernelARH,11,0,NA,USDBRL,base_4x8,4,8
10,VAR1,12,157,168.5716312069315,USDBRL,base_4x8,4,8
10,ARHinc,12,157,1.011059746283737,USDBRL,base_4x8,4,8
10,KernelARH,12,0,NA,USDBRL,base_4x8,4,8
10,VAR1,13,157,165.84340597590838,USDBRL,base_4x8,4,8
10,ARHinc,13,157,0.9928966292357996,USDBRL,base_4x8,4,8
10,KernelARH,13,0,NA,USDBRL,base_4x8,4,8
10,VAR1,14,157,183.119008548054,USDBRL,base_4x8,4,8
10,ARHinc,14,157,1.0045788565378895,USDBRL,base_4x8,4,8
10,KernelARH,14,0,NA,USDBRL,base_4x8,4,8
10,VAR1,15,157,181.9818638240294,USDBRL,base_4x8,4,8
10,ARHinc,15,157,1.0025355085856538,USDBRL,base_4x8,4,8
10,KernelARH,15,0,NA,USDBRL,base_4x8,4,8
1,VAR1,2,157,0.736707971628394,USDBRL,coarse_4x6,4,6
1,ARHinc,2,157,0.7358372058740894,USDBRL,coarse_4x6,4,6
1,KernelARH,2,157,0.7375130369582727,USDBRL,coarse_4x6,4,6
1,VAR1,3,157,0.71668955179262,USDBRL,coarse_4x6,4,6
1,ARHinc,3,157,0.7091414687645954,USDBRL,coarse_4x6,4,6
1,KernelARH,3,157,0.717524107607442,USDBRL,coarse_4x6,4,6
1,VAR1,4,157,0.7088431563236859,USDBRL,coarse_4x6,4,6
1,ARHinc,4,157,0.6932596766743295,USDBRL,coarse_4x6,4,6
1,KernelARH,4,157,0.6943239788598762,USDBRL,coarse_4x6,4,6
1,VAR1,5,157,0.7518321186544389,USDBRL,coarse_4x6,4,6
1,ARHinc,5,157,0.6921518497190376,USDBRL,coarse_4x6,4,6
1,KernelARH,5,157,0.6920831105049906,USDBRL,coarse_4x6,4,6
1,VAR1,6,157,0.7915166783938806,USDBRL,coarse_4x6,4,6
1,ARHinc,6,157,0.6916881640125856,USDBRL,coarse_4x6,4,6
1,KernelARH,6,157,0.6971734534885432,USDBRL,coarse_4x6,4,6
1,VAR1,7,157,0.8417434031534711,USDBRL,coarse_4x6,4,6
1,ARHinc,7,157,0.6915476664945214,USDBRL,coarse_4x6,4,6
1,KernelARH,7,157,0.6932454637805384,USDBRL,coarse_4x6,4,6
1,VAR1,8,157,1.0374192993764815,USDBRL,coarse_4x6,4,6
1,ARHinc,8,157,0.6921486670052709,USDBRL,coarse_4x6,4,6
1,KernelARH,8,157,0.69939382117654,USDBRL,coarse_4x6,4,6
1,VAR1,9,157,1.1080960256932009,USDBRL,coarse_4x6,4,6
1,ARHinc,9,157,0.6961806090045974,USDBRL,coarse_4x6,4,6
1,KernelARH,9,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,10,157,1.233148290265436,USDBRL,coarse_4x6,4,6
1,ARHinc,10,157,0.6953687235035095,USDBRL,coarse_4x6,4,6
1,KernelARH,10,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,11,157,1.384598697464731,USDBRL,coarse_4x6,4,6
1,ARHinc,11,157,0.6937783826401106,USDBRL,coarse_4x6,4,6
1,KernelARH,11,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,12,157,1.4706733107677248,USDBRL,coarse_4x6,4,6
1,ARHinc,12,157,0.6948997431823977,USDBRL,coarse_4x6,4,6
1,KernelARH,12,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,13,157,1.7552405659878738,USDBRL,coarse_4x6,4,6
1,ARHinc,13,157,0.6952001890050292,USDBRL,coarse_4x6,4,6
1,KernelARH,13,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,14,157,1.8433019460583622,USDBRL,coarse_4x6,4,6
1,ARHinc,14,157,0.7024815996436523,USDBRL,coarse_4x6,4,6
1,KernelARH,14,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,15,157,1.8530602866163344,USDBRL,coarse_4x6,4,6
1,ARHinc,15,157,0.697926733314023,USDBRL,coarse_4x6,4,6
1,KernelARH,15,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,2,157,0.8960457590359502,USDBRL,coarse_4x6,4,6
5,ARHinc,2,157,0.8545797098512955,USDBRL,coarse_4x6,4,6
5,KernelARH,2,157,0.9089044860513164,USDBRL,coarse_4x6,4,6
5,VAR1,3,157,0.9972950016778064,USDBRL,coarse_4x6,4,6
5,ARHinc,3,157,0.866045322879074,USDBRL,coarse_4x6,4,6
5,KernelARH,3,157,0.896193863628178,USDBRL,coarse_4x6,4,6
5,VAR1,4,157,1.0169621012802583,USDBRL,coarse_4x6,4,6
5,ARHinc,4,157,0.8669183948004345,USDBRL,coarse_4x6,4,6
5,KernelARH,4,157,0.8905988808941893,USDBRL,coarse_4x6,4,6
5,VAR1,5,157,1.1030517323810376,USDBRL,coarse_4x6,4,6
5,ARHinc,5,157,0.8602061049543067,USDBRL,coarse_4x6,4,6
5,KernelARH,5,157,0.8627156332663878,USDBRL,coarse_4x6,4,6
5,VAR1,6,157,1.3011799629534646,USDBRL,coarse_4x6,4,6
5,ARHinc,6,157,0.8593485585983428,USDBRL,coarse_4x6,4,6
5,KernelARH,6,157,0.8798247555346073,USDBRL,coarse_4x6,4,6
5,VAR1,7,157,1.3429408733318309,USDBRL,coarse_4x6,4,6
5,ARHinc,7,157,0.863163037527377,USDBRL,coarse_4x6,4,6
5,KernelARH,7,157,0.8859863407057499,USDBRL,coarse_4x6,4,6
5,VAR1,8,157,1.7744316096152803,USDBRL,coarse_4x6,4,6
5,ARHinc,8,157,0.8553391189719937,USDBRL,coarse_4x6,4,6
5,KernelARH,8,157,0.8814789151880588,USDBRL,coarse_4x6,4,6
5,VAR1,9,157,1.8510748788097255,USDBRL,coarse_4x6,4,6
5,ARHinc,9,157,0.8488271904481041,USDBRL,coarse_4x6,4,6
5,KernelARH,9,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,10,157,1.8952927587096486,USDBRL,coarse_4x6,4,6
5,ARHinc,10,157,0.8421922789194279,USDBRL,coarse_4x6,4,6
5,KernelARH,10,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,11,157,2.012555156461933,USDBRL,coarse_4x6,4,6
5,ARHinc,11,157,0.8504318163876622,USDBRL,coarse_4x6,4,6
5,KernelARH,11,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,12,157,2.123517731377101,USDBRL,coarse_4x6,4,6
5,ARHinc,12,157,0.8491349034943058,USDBRL,coarse_4x6,4,6
5,KernelARH,12,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,13,157,2.1315810387869174,USDBRL,coarse_4x6,4,6
5,ARHinc,13,157,0.8496526820203578,USDBRL,coarse_4x6,4,6
5,KernelARH,13,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,14,157,2.110657712243004,USDBRL,coarse_4x6,4,6
5,ARHinc,14,157,0.847794316625677,USDBRL,coarse_4x6,4,6
5,KernelARH,14,0,NA,USDBRL,coarse_4x6,4,6
5,VAR1,15,157,2.115954946383952,USDBRL,coarse_4x6,4,6
5,ARHinc,15,157,0.8434994885122346,USDBRL,coarse_4x6,4,6
5,KernelARH,15,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,2,157,1.007842081118855,USDBRL,coarse_4x6,4,6
10,ARHinc,2,157,0.9592553779682611,USDBRL,coarse_4x6,4,6
10,KernelARH,2,157,1.0411122790885012,USDBRL,coarse_4x6,4,6
10,VAR1,3,157,1.1667534796948977,USDBRL,coarse_4x6,4,6
10,ARHinc,3,157,0.9652498186120068,USDBRL,coarse_4x6,4,6
10,KernelARH,3,157,1.003149372458098,USDBRL,coarse_4x6,4,6
10,VAR1,4,157,1.2418917049808411,USDBRL,coarse_4x6,4,6
10,ARHinc,4,157,0.9570013941124206,USDBRL,coarse_4x6,4,6
10,KernelARH,4,157,0.9854747753201527,USDBRL,coarse_4x6,4,6
10,VAR1,5,157,1.2827526597349073,USDBRL,coarse_4x6,4,6
10,ARHinc,5,157,0.962832462969621,USDBRL,coarse_4x6,4,6
10,KernelARH,5,157,0.9827063814790632,USDBRL,coarse_4x6,4,6
10,VAR1,6,157,1.396027250431086,USDBRL,coarse_4x6,4,6
10,ARHinc,6,157,0.9659546361129121,USDBRL,coarse_4x6,4,6
10,KernelARH,6,157,1.003084181471029,USDBRL,coarse_4x6,4,6
10,VAR1,7,157,1.4807681052294344,USDBRL,coarse_4x6,4,6
10,ARHinc,7,157,0.9620087179385469,USDBRL,coarse_4x6,4,6
10,KernelARH,7,157,0.9765356023048483,USDBRL,coarse_4x6,4,6
10,VAR1,8,157,1.746209325295114,USDBRL,coarse_4x6,4,6
10,ARHinc,8,157,0.9600267641946278,USDBRL,coarse_4x6,4,6
10,KernelARH,8,157,1.03475030667156,USDBRL,coarse_4x6,4,6
10,VAR1,9,157,1.7414707449221714,USDBRL,coarse_4x6,4,6
10,ARHinc,9,157,0.9789550265737162,USDBRL,coarse_4x6,4,6
10,KernelARH,9,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,10,157,1.773014209602756,USDBRL,coarse_4x6,4,6
10,ARHinc,10,157,0.9655628684683887,USDBRL,coarse_4x6,4,6
10,KernelARH,10,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,11,157,1.8018912581594424,USDBRL,coarse_4x6,4,6
10,ARHinc,11,157,0.9714099246244442,USDBRL,coarse_4x6,4,6
10,KernelARH,11,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,12,157,1.8783523049796673,USDBRL,coarse_4x6,4,6
10,ARHinc,12,157,0.9802441339217814,USDBRL,coarse_4x6,4,6
10,KernelARH,12,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,13,157,1.9003376695291188,USDBRL,coarse_4x6,4,6
10,ARHinc,13,157,0.9824362537411138,USDBRL,coarse_4x6,4,6
10,KernelARH,13,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,14,157,1.8818800676444807,USDBRL,coarse_4x6,4,6
10,ARHinc,14,157,0.9755835089679903,USDBRL,coarse_4x6,4,6
10,KernelARH,14,0,NA,USDBRL,coarse_4x6,4,6
10,VAR1,15,157,1.8753210085495688,USDBRL,coarse_4x6,4,6
10,ARHinc,15,157,0.9675209174588583,USDBRL,coarse_4x6,4,6
10,KernelARH,15,0,NA,USDBRL,coarse_4x6,4,6
1,VAR1,2,157,0.9833480033985387,USDBRL,rich_5x10,5,10
1,ARHinc,2,157,0.724908627452545,USDBRL,rich_5x10,5,10
1,KernelARH,2,157,0.7389955853159517,USDBRL,rich_5x10,5,10
1,VAR1,3,157,14.357032211029994,USDBRL,rich_5x10,5,10
1,ARHinc,3,157,0.4709019460830143,USDBRL,rich_5x10,5,10
1,KernelARH,3,157,0.4663012604361885,USDBRL,rich_5x10,5,10
1,VAR1,4,157,46.23541065421337,USDBRL,rich_5x10,5,10
1,ARHinc,4,157,0.42273001352279466,USDBRL,rich_5x10,5,10
1,KernelARH,4,157,0.43450864619375834,USDBRL,rich_5x10,5,10
1,VAR1,5,157,120.47160034835056,USDBRL,rich_5x10,5,10
1,ARHinc,5,157,0.335978992191417,USDBRL,rich_5x10,5,10
1,KernelARH,5,157,0.35149116679312004,USDBRL,rich_5x10,5,10
1,VAR1,6,157,169.11019969257114,USDBRL,rich_5x10,5,10
1,ARHinc,6,157,0.3161922039936796,USDBRL,rich_5x10,5,10
1,KernelARH,6,157,0.3515505620245457,USDBRL,rich_5x10,5,10
1,VAR1,7,157,288.86172573895783,USDBRL,rich_5x10,5,10
1,ARHinc,7,157,0.3091588656861446,USDBRL,rich_5x10,5,10
1,KernelARH,7,157,0.3275137515074402,USDBRL,rich_5x10,5,10
1,VAR1,8,157,481.59181195843,USDBRL,rich_5x10,5,10
1,ARHinc,8,157,0.3041300959230765,USDBRL,rich_5x10,5,10
1,KernelARH,8,157,0.33180145838110253,USDBRL,rich_5x10,5,10
1,VAR1,9,157,473.2631124399721,USDBRL,rich_5x10,5,10
1,ARHinc,9,157,0.3067020863177128,USDBRL,rich_5x10,5,10
1,KernelARH,9,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,10,157,567.7432587886742,USDBRL,rich_5x10,5,10
1,ARHinc,10,157,0.30973138858944493,USDBRL,rich_5x10,5,10
1,KernelARH,10,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,11,157,548.2682287203886,USDBRL,rich_5x10,5,10
1,ARHinc,11,157,0.29620772328986983,USDBRL,rich_5x10,5,10
1,KernelARH,11,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,12,157,582.5792147630109,USDBRL,rich_5x10,5,10
1,ARHinc,12,157,0.2953888124067816,USDBRL,rich_5x10,5,10
1,KernelARH,12,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,13,157,896.4471071361073,USDBRL,rich_5x10,5,10
1,ARHinc,13,157,0.3056282993079666,USDBRL,rich_5x10,5,10
1,KernelARH,13,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,14,157,1082.7066346298218,USDBRL,rich_5x10,5,10
1,ARHinc,14,157,0.303686256795217,USDBRL,rich_5x10,5,10
1,KernelARH,14,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,15,157,1093.177868870687,USDBRL,rich_5x10,5,10
1,ARHinc,15,157,0.3009026188244077,USDBRL,rich_5x10,5,10
1,KernelARH,15,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,2,157,1.9800456186492925,USDBRL,rich_5x10,5,10
5,ARHinc,2,157,0.8047500374791721,USDBRL,rich_5x10,5,10
5,KernelARH,2,157,0.8498048923374463,USDBRL,rich_5x10,5,10
5,VAR1,3,157,52.72793758636373,USDBRL,rich_5x10,5,10
5,ARHinc,3,157,0.5870889997805603,USDBRL,rich_5x10,5,10
5,KernelARH,3,157,0.7250787581456226,USDBRL,rich_5x10,5,10
5,VAR1,4,157,140.5829829784607,USDBRL,rich_5x10,5,10
5,ARHinc,4,157,0.6106320150320567,USDBRL,rich_5x10,5,10
5,KernelARH,4,157,0.7546024681117297,USDBRL,rich_5x10,5,10
5,VAR1,5,157,425.9895267871237,USDBRL,rich_5x10,5,10
5,ARHinc,5,157,0.5979587099465925,USDBRL,rich_5x10,5,10
5,KernelARH,5,157,0.6465848517661185,USDBRL,rich_5x10,5,10
5,VAR1,6,157,476.8077623423436,USDBRL,rich_5x10,5,10
5,ARHinc,6,157,0.5870046811597736,USDBRL,rich_5x10,5,10
5,KernelARH,6,157,0.6595307806296337,USDBRL,rich_5x10,5,10
5,VAR1,7,157,617.5973872549883,USDBRL,rich_5x10,5,10
5,ARHinc,7,157,0.5856476093958787,USDBRL,rich_5x10,5,10
5,KernelARH,7,157,0.7071190112307073,USDBRL,rich_5x10,5,10
5,VAR1,8,157,774.539568747304,USDBRL,rich_5x10,5,10
5,ARHinc,8,157,0.6069557880549216,USDBRL,rich_5x10,5,10
5,KernelARH,8,157,0.6926803556751427,USDBRL,rich_5x10,5,10
5,VAR1,9,157,931.4283916853275,USDBRL,rich_5x10,5,10
5,ARHinc,9,157,0.5883666441385559,USDBRL,rich_5x10,5,10
5,KernelARH,9,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,10,157,1146.5506831268947,USDBRL,rich_5x10,5,10
5,ARHinc,10,157,0.5883117350551289,USDBRL,rich_5x10,5,10
5,KernelARH,10,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,11,157,1054.1745044844722,USDBRL,rich_5x10,5,10
5,ARHinc,11,157,0.577631428386919,USDBRL,rich_5x10,5,10
5,KernelARH,11,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,12,157,1077.0311292426622,USDBRL,rich_5x10,5,10
5,ARHinc,12,157,0.5681434237779853,USDBRL,rich_5x10,5,10
5,KernelARH,12,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,13,157,1585.0746200408655,USDBRL,rich_5x10,5,10
5,ARHinc,13,157,0.573247028156278,USDBRL,rich_5x10,5,10
5,KernelARH,13,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,14,157,1686.888579249206,USDBRL,rich_5x10,5,10
5,ARHinc,14,157,0.5935071264731464,USDBRL,rich_5x10,5,10
5,KernelARH,14,0,NA,USDBRL,rich_5x10,5,10
5,VAR1,15,157,1999.100998483467,USDBRL,rich_5x10,5,10
5,ARHinc,15,157,0.5621707990943497,USDBRL,rich_5x10,5,10
5,KernelARH,15,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,2,157,2.0857860165360016,USDBRL,rich_5x10,5,10
10,ARHinc,2,157,0.9150970677318524,USDBRL,rich_5x10,5,10
10,KernelARH,2,157,0.9704657413573863,USDBRL,rich_5x10,5,10
10,VAR1,3,157,71.18889031248753,USDBRL,rich_5x10,5,10
10,ARHinc,3,157,0.8331051506711291,USDBRL,rich_5x10,5,10
10,KernelARH,3,157,0.9019783311161115,USDBRL,rich_5x10,5,10
10,VAR1,4,157,177.4637143143107,USDBRL,rich_5x10,5,10
10,ARHinc,4,157,0.8568103273449933,USDBRL,rich_5x10,5,10
10,KernelARH,4,157,1.1012000523009446,USDBRL,rich_5x10,5,10
10,VAR1,5,157,540.8602977010282,USDBRL,rich_5x10,5,10
10,ARHinc,5,157,0.8186881983775459,USDBRL,rich_5x10,5,10
10,KernelARH,5,157,0.8476673420072376,USDBRL,rich_5x10,5,10
10,VAR1,6,157,542.6198841882521,USDBRL,rich_5x10,5,10
10,ARHinc,6,157,0.8115953624642375,USDBRL,rich_5x10,5,10
10,KernelARH,6,157,0.898193121945861,USDBRL,rich_5x10,5,10
10,VAR1,7,157,569.6957038013609,USDBRL,rich_5x10,5,10
10,ARHinc,7,157,0.8119250863414209,USDBRL,rich_5x10,5,10
10,KernelARH,7,157,0.957538865041157,USDBRL,rich_5x10,5,10
10,VAR1,8,157,774.87825889659,USDBRL,rich_5x10,5,10
10,ARHinc,8,157,0.8194613271964392,USDBRL,rich_5x10,5,10
10,KernelARH,8,157,0.9918370540520274,USDBRL,rich_5x10,5,10
10,VAR1,9,157,916.1439175515051,USDBRL,rich_5x10,5,10
10,ARHinc,9,157,0.7881518718601471,USDBRL,rich_5x10,5,10
10,KernelARH,9,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,10,157,996.3284285726195,USDBRL,rich_5x10,5,10
10,ARHinc,10,157,0.7806515567078777,USDBRL,rich_5x10,5,10
10,KernelARH,10,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,11,157,872.685825000353,USDBRL,rich_5x10,5,10
10,ARHinc,11,157,0.7876935890655989,USDBRL,rich_5x10,5,10
10,KernelARH,11,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,12,157,908.2037268565588,USDBRL,rich_5x10,5,10
10,ARHinc,12,157,0.7872666791000368,USDBRL,rich_5x10,5,10
10,KernelARH,12,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,13,157,1432.507999133022,USDBRL,rich_5x10,5,10
10,ARHinc,13,157,0.7999715805547405,USDBRL,rich_5x10,5,10
10,KernelARH,13,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,14,157,1699.4816093060651,USDBRL,rich_5x10,5,10
10,ARHinc,14,157,0.8039475735373736,USDBRL,rich_5x10,5,10
10,KernelARH,14,0,NA,USDBRL,rich_5x10,5,10
10,VAR1,15,157,2020.534245950085,USDBRL,rich_5x10,5,10
10,ARHinc,15,157,0.7891048700726827,USDBRL,rich_5x10,5,10
10,KernelARH,15,0,NA,USDBRL,rich_5x10,5,10
1,VAR1,2,179,1.5518655246440547,USDARS,base_4x8,4,8
1,ARHinc,2,179,1.4859875645157126,USDARS,base_4x8,4,8
1,KernelARH,2,179,1.4822619214137231,USDARS,base_4x8,4,8
1,VAR1,3,179,2.518171842456611,USDARS,base_4x8,4,8
1,ARHinc,3,179,1.380880393130965,USDARS,base_4x8,4,8
1,KernelARH,3,179,1.3795940678582344,USDARS,base_4x8,4,8
1,VAR1,4,179,9.759142160517042,USDARS,base_4x8,4,8
1,ARHinc,4,179,1.32324979388781,USDARS,base_4x8,4,8
1,KernelARH,4,179,1.3191029572997575,USDARS,base_4x8,4,8
1,VAR1,5,179,12.882012872705847,USDARS,base_4x8,4,8
1,ARHinc,5,179,1.29119160093651,USDARS,base_4x8,4,8
1,KernelARH,5,179,1.298312529090311,USDARS,base_4x8,4,8
1,VAR1,6,179,129.28017558082905,USDARS,base_4x8,4,8
